Title,Abstract,Label,y,Text
"occurrence, spatiotemporal variation, and ecological risks of organophosphate esters in the water and sediment of the middle and lower streams of the yellow river and its important tributaries","research on the environmental occurrence and behavior of organophosphate esters (opes) is very imperative. in this study, 12 targeted opes in the water and sediment samples collected from the middle and lower streams of the yellow river (yr) and its tributaries during the dry, normal, and wet season were analyzed, to reveal their concentration, spatiotemporal variations, and ecological risks. the results indicated that the total concentration of opes (σope) ranged from 97.66 to 2433.30 ng/l in water, and from 47.33 to 234.08 ng/g in sediment. tris(2-chloroethyl) phosphate (tcep), tris(2-chloroisopropyl)phosphate (tcipp), and triethyl phosphate (tep) were the most abundant opes in the surface water and sediment. the opes levels in river water were ranked as the order of dry > normal > wet season. the σope concentrations in water and sediment were relatively high in the central and lower sections of the yr. the resorcinol-bis(diphenyl)phosphate (rdp) effectively transferred from the overlying water to the sediment. tcep and rdp posed relatively higher ecological risk than other opes. municipal and chemical industrial discharge might be sources of opes in the middle and lower streams of the yr. © 2022 elsevier b.v.",chemical,4,"occurrence, spatiotemporal variation, and ecological risks of organophosphate esters in the water and sediment of the middle and lower streams of the yellow river and its important tributaries research on the environmental occurrence and behavior of organophosphate esters (opes) is very imperative. in this study, 12 targeted opes in the water and sediment samples collected from the middle and lower streams of the yellow river (yr) and its tributaries during the dry, normal, and wet season were analyzed, to reveal their concentration, spatiotemporal variations, and ecological risks. the results indicated that the total concentration of opes (σope) ranged from 97.66 to 2433.30 ng/l in water, and from 47.33 to 234.08 ng/g in sediment. tris(2-chloroethyl) phosphate (tcep), tris(2-chloroisopropyl)phosphate (tcipp), and triethyl phosphate (tep) were the most abundant opes in the surface water and sediment. the opes levels in river water were ranked as the order of dry > normal > wet season. the σope concentrations in water and sediment were relatively high in the central and lower sections of the yr. the resorcinol-bis(diphenyl)phosphate (rdp) effectively transferred from the overlying water to the sediment. tcep and rdp posed relatively higher ecological risk than other opes. municipal and chemical industrial discharge might be sources of opes in the middle and lower streams of the yr. © 2022 elsevier b.v."
"footprints in compositions, pcdd/fs and heavy metals in medical waste fly ash: large-scale evidence from 17 medical waste thermochemical disposal facilities across china","chemical compositions, polychlorinated dibenzo-p-dioxins and furans (pcdd/fs) profiles and heavy metals (hms) leachability of medical waste fly ash (mwfa) from 17 thermochemical treatment facilities in eight chinese provinces were first investigated. large-scale and extended monitoring revealed high chloride and zn contents and similar pcdd/fs congener profiles in mwfa. particularly, the pcdd/fs and hms concentrations implied greater toxicity than that observed for municipal solid waste incinerator fly ash (mswifa). the maximum international toxic equivalent value of pcdd/fs in mwfa was 40 times that of mswifa, and the leaching concentrations of zn and hg were 15 and 4 times those of mswifa, respectively. notably, mwfa characteristics suggest the possibility of recycling and sustainable disposal solutions owing to the high cl and zn content with good recovery instead of landfill disposal. similarities in chemical composition, pcdd/fs homolog distribution, and water-solubility of chloride salts allows co-processing of mwfa and mswifa via water-washing detoxification and thermal treatment, such as that used in cement kilns. this study supplements existing literature on the characteristics and risk management of mwfa. © 2022 elsevier b.v.",chemical,4,"footprints in compositions, pcdd/fs and heavy metals in medical waste fly ash: large-scale evidence from 17 medical waste thermochemical disposal facilities across china chemical compositions, polychlorinated dibenzo-p-dioxins and furans (pcdd/fs) profiles and heavy metals (hms) leachability of medical waste fly ash (mwfa) from 17 thermochemical treatment facilities in eight chinese provinces were first investigated. large-scale and extended monitoring revealed high chloride and zn contents and similar pcdd/fs congener profiles in mwfa. particularly, the pcdd/fs and hms concentrations implied greater toxicity than that observed for municipal solid waste incinerator fly ash (mswifa). the maximum international toxic equivalent value of pcdd/fs in mwfa was 40 times that of mswifa, and the leaching concentrations of zn and hg were 15 and 4 times those of mswifa, respectively. notably, mwfa characteristics suggest the possibility of recycling and sustainable disposal solutions owing to the high cl and zn content with good recovery instead of landfill disposal. similarities in chemical composition, pcdd/fs homolog distribution, and water-solubility of chloride salts allows co-processing of mwfa and mswifa via water-washing detoxification and thermal treatment, such as that used in cement kilns. this study supplements existing literature on the characteristics and risk management of mwfa. © 2022 elsevier b.v."
comprehensive profiles of per- and polyfluoroalkyl substances in chinese and african municipal wastewater treatment plants: new implications for removal efficiency,"municipal wastewater treatment plants (wwtps) can reflect the pollution status of per- and polyfluoroalkyl substances (pfass) pollution. here, matched influent, effluent, and sludge samples were collected from 58 municipal wwtps in china, south sudan, tanzania, and kenya. target and suspect screening of pfass was performed to explore their profiles in wwtps and assess removal efficiency and environmental emissions. in total, 155 and 58 pfass were identified in wwtps in china and africa, respectively; 146 and 126 pfass were identified in wastewater and sludge, respectively. novel compounds belonging to per- and polyfluoroalkyl ether carboxylic acids (pfecas) and sulfonic acids (pfesas), hydrogen-substituted polyfluorocarboxylic acids (h-pfcas), and perfluoroalkyl sulfonamides (pfsms) accounted for a considerable proportion of total pfass (σpfass) in chinese wwtps and were also widely detected in african samples. in china, estimated national emissions of σpfass in wwtps exceeded 16.8 t in 2015, with >60 % originating from emerging pfass. notably, current treatment processes are not effective at removing pfass, with 35 of the 54 wwtps showing emissions higher than mass loads. pfas removal was also structure dependent. based on machine learning models, we found that molecular descriptors (e.g., logp and molecular weight) may affect adsorption behavior by increasing hydrophobicity, while other factors (e.g., polar surface area and molar refractivity) may play critical roles in pfas removal and provide novel insights into pfas pollution control. in conclusion, this study comprehensively screened pfass in municipal wwtps and determined the drivers affecting pfas behavior in wwtps based on machine learning models. © 2022",chemical,4,"comprehensive profiles of per- and polyfluoroalkyl substances in chinese and african municipal wastewater treatment plants: new implications for removal efficiency municipal wastewater treatment plants (wwtps) can reflect the pollution status of per- and polyfluoroalkyl substances (pfass) pollution. here, matched influent, effluent, and sludge samples were collected from 58 municipal wwtps in china, south sudan, tanzania, and kenya. target and suspect screening of pfass was performed to explore their profiles in wwtps and assess removal efficiency and environmental emissions. in total, 155 and 58 pfass were identified in wwtps in china and africa, respectively; 146 and 126 pfass were identified in wastewater and sludge, respectively. novel compounds belonging to per- and polyfluoroalkyl ether carboxylic acids (pfecas) and sulfonic acids (pfesas), hydrogen-substituted polyfluorocarboxylic acids (h-pfcas), and perfluoroalkyl sulfonamides (pfsms) accounted for a considerable proportion of total pfass (σpfass) in chinese wwtps and were also widely detected in african samples. in china, estimated national emissions of σpfass in wwtps exceeded 16.8 t in 2015, with >60 % originating from emerging pfass. notably, current treatment processes are not effective at removing pfass, with 35 of the 54 wwtps showing emissions higher than mass loads. pfas removal was also structure dependent. based on machine learning models, we found that molecular descriptors (e.g., logp and molecular weight) may affect adsorption behavior by increasing hydrophobicity, while other factors (e.g., polar surface area and molar refractivity) may play critical roles in pfas removal and provide novel insights into pfas pollution control. in conclusion, this study comprehensively screened pfass in municipal wwtps and determined the drivers affecting pfas behavior in wwtps based on machine learning models. © 2022"
"spatial distribution, compositional profile, sources, ecological and human health risks of legacy and emerging per- and polyfluoroalkyl substances (pfass) in freshwater reservoirs of punjab, pakistan","per- and polyfluoroalkyl substances (pfass) are a large group of chemicals reported in global environment and are responsible for various adverse impacts on humans and environment. we report a comprehensive study on occurrence of pfass, including legacy, substitute and emerging ones, from pakistan. surface water samples were collected from five ecologically important freshwater reservoirs in pakistan, namely, head panjnad (hp), head trimmu (ht), chashma barrage (cb), head blloki (hb), and head qadirabad (hq). the detection frequencies of pfass ranged between 37 %–100 %. the highest concentration of ∑15pfass was detected at hp (114.1 ng l−1), whereas the lowest at hq (19.9 ng l−1). among the analyzed pfass, 6:2 fluorotelomer sulfonic acid (6:2 fts) and perfluorooctanoic acid (pfoa) showed maximum mean concentrations of 9.1 ng l−1 and 7 ng l−1 at hp, followed by perfluorooctane sulfonic acid (pfos) with level of 0.99 ng l−1 at ht. the ecological risk assessment for selected species i.e., daphnid, mysid, fish and green algae showed that pfos, perfluorononanoic acid (pfna), perfluorodecanoic acid (pfda) exhibited moderate risk i.e., hazard quotients (hqs) &lt; 1 to the modeled organisms, whereas perfluorobutane sulfonic acid (pfbs) showed the high risk to green algae (hqs = 8.6) and pfoa presented a high risk to all the organisms (hqs ranged between 1.04 and 7.38). the level of ∑pfass at hp (114.1 ng l−1) exceed the eu guideline value of ∑pfass in water (100 ng l−1), however the risk quotient (rqmix) values of all age groups were &lt; 1 implying that the detected pfass in water do not pose risk to human health. source apportionment through positive matrix factorization (pmf) showed that industrial effluent is the main source of pfass in freshwater reservoirs. comparable concentrations of legacy and substitute pfass in this study indicate that legacy pfass are still in use adjacent to ecologically important water reservoirs. © 2022 elsevier b.v.",chemical,4,"spatial distribution, compositional profile, sources, ecological and human health risks of legacy and emerging per- and polyfluoroalkyl substances (pfass) in freshwater reservoirs of punjab, pakistan per- and polyfluoroalkyl substances (pfass) are a large group of chemicals reported in global environment and are responsible for various adverse impacts on humans and environment. we report a comprehensive study on occurrence of pfass, including legacy, substitute and emerging ones, from pakistan. surface water samples were collected from five ecologically important freshwater reservoirs in pakistan, namely, head panjnad (hp), head trimmu (ht), chashma barrage (cb), head blloki (hb), and head qadirabad (hq). the detection frequencies of pfass ranged between 37 %–100 %. the highest concentration of ∑15pfass was detected at hp (114.1 ng l−1), whereas the lowest at hq (19.9 ng l−1). among the analyzed pfass, 6:2 fluorotelomer sulfonic acid (6:2 fts) and perfluorooctanoic acid (pfoa) showed maximum mean concentrations of 9.1 ng l−1 and 7 ng l−1 at hp, followed by perfluorooctane sulfonic acid (pfos) with level of 0.99 ng l−1 at ht. the ecological risk assessment for selected species i.e., daphnid, mysid, fish and green algae showed that pfos, perfluorononanoic acid (pfna), perfluorodecanoic acid (pfda) exhibited moderate risk i.e., hazard quotients (hqs) &lt; 1 to the modeled organisms, whereas perfluorobutane sulfonic acid (pfbs) showed the high risk to green algae (hqs = 8.6) and pfoa presented a high risk to all the organisms (hqs ranged between 1.04 and 7.38). the level of ∑pfass at hp (114.1 ng l−1) exceed the eu guideline value of ∑pfass in water (100 ng l−1), however the risk quotient (rqmix) values of all age groups were &lt; 1 implying that the detected pfass in water do not pose risk to human health. source apportionment through positive matrix factorization (pmf) showed that industrial effluent is the main source of pfass in freshwater reservoirs. comparable concentrations of legacy and substitute pfass in this study indicate that legacy pfass are still in use adjacent to ecologically important water reservoirs. © 2022 elsevier b.v."
waste to catalyst: role of agricultural waste in water and wastewater treatment,"presently, owing to the rapid development of industrialization and urbanization activities, a huge quantity of wastewater is generated that contain toxic chemical and heavy metals, imposing higher environmental jeopardies and affecting the life of living well-being and the economy of the counties, if not treated appropriately. subsequently, the advancement in sustainable cost-effective wastewater treatment technology has attracted more attention from policymakers, legislators, and scientific communities. therefore, the current review intends to highlight the recent development and applications of biochars and/or green nanoparticles (nps) produced from agricultural waste via green routes in removing the refractory pollutants from water and wastewater. this review also highlights the contemporary application and mechanism of biochar-supported advanced oxidation processes (aops) for the removal of organic pollutants in water and wastewater. although, the fabrication and application of agriculture waste-derived biochar and nps are considered a greener approach, nevertheless, before scaling up production and application, its toxicological and life-cycle challenges must be taken into account. furthermore, future efforts should be carried out towards process engineering to enhance the performance of green catalysts to improve the economy of the process. © 2022 elsevier b.v.",chemical,4,"waste to catalyst: role of agricultural waste in water and wastewater treatment presently, owing to the rapid development of industrialization and urbanization activities, a huge quantity of wastewater is generated that contain toxic chemical and heavy metals, imposing higher environmental jeopardies and affecting the life of living well-being and the economy of the counties, if not treated appropriately. subsequently, the advancement in sustainable cost-effective wastewater treatment technology has attracted more attention from policymakers, legislators, and scientific communities. therefore, the current review intends to highlight the recent development and applications of biochars and/or green nanoparticles (nps) produced from agricultural waste via green routes in removing the refractory pollutants from water and wastewater. this review also highlights the contemporary application and mechanism of biochar-supported advanced oxidation processes (aops) for the removal of organic pollutants in water and wastewater. although, the fabrication and application of agriculture waste-derived biochar and nps are considered a greener approach, nevertheless, before scaling up production and application, its toxicological and life-cycle challenges must be taken into account. furthermore, future efforts should be carried out towards process engineering to enhance the performance of green catalysts to improve the economy of the process. © 2022 elsevier b.v."
variation of the toxicity caused by key contaminants in industrial wastewater along the treatment train of fenton-activated sludge-advanced oxidation processes,"industrial wastewater contains a mixture of refractory and hazardous pollutants that have comprehensive toxic effects. we investigated the treatment of a long-chain industrial wastewater treatment train containing fenton, biological anoxic/oxic (ao), and heterogeneous ozone catalytic oxidation (hoco) processes, and evaluated their detoxification effect based on the analysis of the genic toxicity of some key contaminants. the results showed that although the effluent met the discharge standard in terms of traditional quality parameters, the long-chain treatment process could not effectively detoxify the industrial wastewater. the analysis results of summer samples showed that the fenton process increased the total toxicity and genotoxicity of the organics, concerned metals, and non-volatile pollutants, whereas the a/o process increased the toxicity of the organics and non-volatile pollutants, and the hoco process led to higher toxicity caused by metals and non-volatile pollutants. the outputs of the winter samples indicated that the fenton process reduced the total toxicity and genotoxicity caused by non-volatile pollutants but increased that of the organics and concerned metals. the effect of the a/o process on the effluent toxicity in winter was the same as that in summer, whereas the hoco process increased the total toxicity and genotoxicity of the metals in winter samples. correlation analysis showed that various toxicity stresses were significantly correlated with the variation of these key pollutants in wastewater. our results could provide a reference for the optimization of industrial wastewater treatment plants (iwtps) by selecting more suitable treatment procedures to reduce the toxicity of different contaminants. © 2022 elsevier b.v.",chemical,4,"variation of the toxicity caused by key contaminants in industrial wastewater along the treatment train of fenton-activated sludge-advanced oxidation processes industrial wastewater contains a mixture of refractory and hazardous pollutants that have comprehensive toxic effects. we investigated the treatment of a long-chain industrial wastewater treatment train containing fenton, biological anoxic/oxic (ao), and heterogeneous ozone catalytic oxidation (hoco) processes, and evaluated their detoxification effect based on the analysis of the genic toxicity of some key contaminants. the results showed that although the effluent met the discharge standard in terms of traditional quality parameters, the long-chain treatment process could not effectively detoxify the industrial wastewater. the analysis results of summer samples showed that the fenton process increased the total toxicity and genotoxicity of the organics, concerned metals, and non-volatile pollutants, whereas the a/o process increased the toxicity of the organics and non-volatile pollutants, and the hoco process led to higher toxicity caused by metals and non-volatile pollutants. the outputs of the winter samples indicated that the fenton process reduced the total toxicity and genotoxicity caused by non-volatile pollutants but increased that of the organics and concerned metals. the effect of the a/o process on the effluent toxicity in winter was the same as that in summer, whereas the hoco process increased the total toxicity and genotoxicity of the metals in winter samples. correlation analysis showed that various toxicity stresses were significantly correlated with the variation of these key pollutants in wastewater. our results could provide a reference for the optimization of industrial wastewater treatment plants (iwtps) by selecting more suitable treatment procedures to reduce the toxicity of different contaminants. © 2022 elsevier b.v."
promoted bpa degradation in food waste leachate via alkali-fluffed cofe2o4@cosiox activated pms under the assistance of inherent acetate,"the removal of bisphenol a (bpa) from food waste leachate (fwl) is challenging but of great significance. herein, an alkali post-treatment approach was performed to obtain the fluffed hybrid‑cobalt core-shell nano-catalyst (af-cofe2o4@cosiox) for the activation of pms to degrade bpa with high efficiency. the comprehensive results from electron paramagnetic resonance technology, chemical probes and radical scavengers revealed the radical and non-radical pathways are co-existed in the system, and both of which could be promoted by accelerating the valence state cycling of co(iii)/co(ii) with the presence of acetate (ac−). as an inherent component, the appropriate amount of ac− facilitated the degradation of the electron-rich contaminants in practical fwl, especially bpa (100% removal). furthermore, the magnetic core of af-cofe2o4@cosiox also enabled its good recycling with easy operation. the rational design of the core-shell nano-catalysts and the exploring of the overlooked important role of non-radical pathways stimulated by the inherent components in actual wastewater in this study offered a promising win-win strategy to realize bpa treatment in the future. © 2022 elsevier b.v.",chemical,4,"promoted bpa degradation in food waste leachate via alkali-fluffed cofe2o4@cosiox activated pms under the assistance of inherent acetate the removal of bisphenol a (bpa) from food waste leachate (fwl) is challenging but of great significance. herein, an alkali post-treatment approach was performed to obtain the fluffed hybrid‑cobalt core-shell nano-catalyst (af-cofe2o4@cosiox) for the activation of pms to degrade bpa with high efficiency. the comprehensive results from electron paramagnetic resonance technology, chemical probes and radical scavengers revealed the radical and non-radical pathways are co-existed in the system, and both of which could be promoted by accelerating the valence state cycling of co(iii)/co(ii) with the presence of acetate (ac−). as an inherent component, the appropriate amount of ac− facilitated the degradation of the electron-rich contaminants in practical fwl, especially bpa (100% removal). furthermore, the magnetic core of af-cofe2o4@cosiox also enabled its good recycling with easy operation. the rational design of the core-shell nano-catalysts and the exploring of the overlooked important role of non-radical pathways stimulated by the inherent components in actual wastewater in this study offered a promising win-win strategy to realize bpa treatment in the future. © 2022 elsevier b.v."
morphological image analysis of biofilm evolution with quantitative analysis in a moving bed biofilm reactor,"the quantitative analysis of biomass is essential for the research and application of moving bed biofilm reactors (mbbrs). however, the difficulty in measuring the attached growing biomass hinders the quantitative analysis of biofilm processes. in this study, a pilot-scale mbbr system was established to investigate biofilm evolution. the quantity of active heterotrophic and autotrophic biomass was measured throughout the entire culturing process. the total active biomass reached 250 mg cod/m2 when the biofilm attachment and detachment were balanced, and the corresponding autotrophic biomass contributes to as high as 17 % of the total biomass. furthermore, quantitative image analysis was performed to obtain the thickness and morphological data of the biofilm evolution. multivariate regression models were constructed based on the morphological data, which provided satisfactory prediction accuracy for the biofilm thickness and maturation. the most suitable carrier spots for biomass quantification and biofilm maturation were suggested. this work provided the life-cycle information of biofilm quantity and morphology of the mbbr, which contributes to the quantitative understanding of biofilm evolution at mbbrs. © 2022 elsevier b.v.",chemical,4,"morphological image analysis of biofilm evolution with quantitative analysis in a moving bed biofilm reactor the quantitative analysis of biomass is essential for the research and application of moving bed biofilm reactors (mbbrs). however, the difficulty in measuring the attached growing biomass hinders the quantitative analysis of biofilm processes. in this study, a pilot-scale mbbr system was established to investigate biofilm evolution. the quantity of active heterotrophic and autotrophic biomass was measured throughout the entire culturing process. the total active biomass reached 250 mg cod/m2 when the biofilm attachment and detachment were balanced, and the corresponding autotrophic biomass contributes to as high as 17 % of the total biomass. furthermore, quantitative image analysis was performed to obtain the thickness and morphological data of the biofilm evolution. multivariate regression models were constructed based on the morphological data, which provided satisfactory prediction accuracy for the biofilm thickness and maturation. the most suitable carrier spots for biomass quantification and biofilm maturation were suggested. this work provided the life-cycle information of biofilm quantity and morphology of the mbbr, which contributes to the quantitative understanding of biofilm evolution at mbbrs. © 2022 elsevier b.v."
west african e-waste-soil assessed with a battery of cell-based bioassays,"soil samples randomly taken from major e-waste sites in west africa (nigeria, benin and ghana) were examined for an extensive range of organic contaminants. cytotoxicity measurements and assessment of activation of xeno-sensing receptors from fish (atlantic cod) were employed as a battery of in vitro biological assays to explore the quality and toxicity profile of west african e-waste soil. the concentrations of the measured contaminants of emerging concerns (cecs) and persistent organic pollutants (pops) in the e-waste soil differs significantly from the reference soil with chemical profiles typically dominated by legacy polybrominated diphenyl ethers (pbdes) (405.8 μgkg−1) and emerging organophosphate ester flame retardant tris (1-chloro-2-propyl) phosphate (tcpp) (404 μgkg−1), in addition to the short chain perfluorobutane sulfonate (pfbs) (275.3 μgkg−1) and perfluorobutanoate (pfba) (16 μgkg−1). the study revealed that perfluorooctanoic acid (pfoa) occurred only in e-waste soil from ghana and ranged from 2.6 to 5.0 μgkg−1. overall, non-polar e-waste soil-derived extracts had a stronger effect on cos-7 cell viability than the polar extracts and elutriates. the highest receptor activation was observed with single polar and non-polar extracts from the nigeria and benin sites, indicating hotspots with er-, ppara- and ahr-agonist activities. thus, the results obtained with our battery of in vitro biological assays underscored these e-waste sites as remarkably polluted spots with complex toxicity profiles of great concern for human and environmental health. © 2022 elsevier b.v.",chemical,4,"west african e-waste-soil assessed with a battery of cell-based bioassays soil samples randomly taken from major e-waste sites in west africa (nigeria, benin and ghana) were examined for an extensive range of organic contaminants. cytotoxicity measurements and assessment of activation of xeno-sensing receptors from fish (atlantic cod) were employed as a battery of in vitro biological assays to explore the quality and toxicity profile of west african e-waste soil. the concentrations of the measured contaminants of emerging concerns (cecs) and persistent organic pollutants (pops) in the e-waste soil differs significantly from the reference soil with chemical profiles typically dominated by legacy polybrominated diphenyl ethers (pbdes) (405.8 μgkg−1) and emerging organophosphate ester flame retardant tris (1-chloro-2-propyl) phosphate (tcpp) (404 μgkg−1), in addition to the short chain perfluorobutane sulfonate (pfbs) (275.3 μgkg−1) and perfluorobutanoate (pfba) (16 μgkg−1). the study revealed that perfluorooctanoic acid (pfoa) occurred only in e-waste soil from ghana and ranged from 2.6 to 5.0 μgkg−1. overall, non-polar e-waste soil-derived extracts had a stronger effect on cos-7 cell viability than the polar extracts and elutriates. the highest receptor activation was observed with single polar and non-polar extracts from the nigeria and benin sites, indicating hotspots with er-, ppara- and ahr-agonist activities. thus, the results obtained with our battery of in vitro biological assays underscored these e-waste sites as remarkably polluted spots with complex toxicity profiles of great concern for human and environmental health. © 2022 elsevier b.v."
assessing the fate of antibiotics and agrochemicals during anaerobic digestion of animal manure,"antibiotics and pesticides are used extensively by the livestock industry. agricultural chemicals can pose potential human and environmental health risks due to their toxicity and through their contributions to antimicrobial resistance, and strategies to reduce their emission into the environment are urgently needed. anaerobic digestion (ad) is a sustainable technology for manure management that produces biogas while also providing an opportunity to degrade agricultural chemicals that are present in manure. while the effects of selected chemicals on biogas production have been investigated previously, little is known about chemical transformations during ad. using lab-scale ad batch reactors containing dairy manure, degradation kinetics and transformation products (tps) were investigated for twenty compounds that are likely to be present in manure management systems and that we hypothesized would transform during ad. digestate samples were extracted using a modified quick, easy, cheap, effective, rugged, and safe (quechers) method and analyzed using liquid chromatography – high-resolution mass spectrometry. eleven of the tested chemicals degraded, leading to the formation of 47 tps. three compounds degraded abiotically only, two degraded biotically only, and six degraded both abiotically and biotically. these results suggest that in addition to renewable energy generation, ad contributes to the degradation of chemical contaminants present in agricultural waste streams. however, the potential toxic effects of tps require further investigation. © 2022 elsevier b.v.",chemical,4,"assessing the fate of antibiotics and agrochemicals during anaerobic digestion of animal manure antibiotics and pesticides are used extensively by the livestock industry. agricultural chemicals can pose potential human and environmental health risks due to their toxicity and through their contributions to antimicrobial resistance, and strategies to reduce their emission into the environment are urgently needed. anaerobic digestion (ad) is a sustainable technology for manure management that produces biogas while also providing an opportunity to degrade agricultural chemicals that are present in manure. while the effects of selected chemicals on biogas production have been investigated previously, little is known about chemical transformations during ad. using lab-scale ad batch reactors containing dairy manure, degradation kinetics and transformation products (tps) were investigated for twenty compounds that are likely to be present in manure management systems and that we hypothesized would transform during ad. digestate samples were extracted using a modified quick, easy, cheap, effective, rugged, and safe (quechers) method and analyzed using liquid chromatography – high-resolution mass spectrometry. eleven of the tested chemicals degraded, leading to the formation of 47 tps. three compounds degraded abiotically only, two degraded biotically only, and six degraded both abiotically and biotically. these results suggest that in addition to renewable energy generation, ad contributes to the degradation of chemical contaminants present in agricultural waste streams. however, the potential toxic effects of tps require further investigation. © 2022 elsevier b.v."
"polychlorinated dibenzo-p-dioxins (pcdds) and dibenzofurans (pcdfs) soil contamination in lausanne, switzerland: combining pollution mapping and human exposure assessment for targeted risk management","in december 2020, high soil concentrations of polychlorinated dibenzo-p-dioxins (pcdds) and dibenzofurans (pcdfs) were discovered across large parts of lausanne, switzerland. concentrations reached up to 640 ng teqwho-2005/kg dry weight. the most likely source was a former municipal waste incinerator. a three-step, multidisciplinary approach to human health risk assessment was conducted to determine the potential population exposure to pcdd/fs and identify appropriate preventive measures. first, exposure scenarios were developed based on contaminated land uses. second, the toxicological risks of different scenarios were evaluated using a toxicokinetic model estimating increases in blood serum pcdd/f concentrations over background concentrations from the general population's food consumption. third, a detailed geostatistical mapping of pcdd/f soil contamination was performed. stochastic simulations with an external drift and an anisotropic model of the variogram were generated to incorporate the effects of distance from emission source, topography, and main wind directions on the spatial distribution of pcdd/fs in topsoil. three main scenarios were assessed: i) direct ingestion of soil by children in playgrounds; ii) consumption of vegetables from private gardens by children and adults; and iii) consumption of food from livestock and poultry raised on contaminated soil. the worst exposure scenario involved the consumption of eggs from private hen houses, resulting in pcdd/f concentrations in serum an order of magnitude higher than might normally be expected. no relevant increases in serum concentrations were calculated for direct soil ingestion and vegetable consumption, except for cucurbitaceous vegetables. combining mapping and exposure scenario assessment resulted in targeted protective measures for land users, especially concerning food consumption. the results also raised concerns about the potential unsafe consumption of products derived from animals raised on land with pcdd/f concentrations only moderately over environmental background levels. © 2022 the authors",chemical,4,"polychlorinated dibenzo-p-dioxins (pcdds) and dibenzofurans (pcdfs) soil contamination in lausanne, switzerland: combining pollution mapping and human exposure assessment for targeted risk management in december 2020, high soil concentrations of polychlorinated dibenzo-p-dioxins (pcdds) and dibenzofurans (pcdfs) were discovered across large parts of lausanne, switzerland. concentrations reached up to 640 ng teqwho-2005/kg dry weight. the most likely source was a former municipal waste incinerator. a three-step, multidisciplinary approach to human health risk assessment was conducted to determine the potential population exposure to pcdd/fs and identify appropriate preventive measures. first, exposure scenarios were developed based on contaminated land uses. second, the toxicological risks of different scenarios were evaluated using a toxicokinetic model estimating increases in blood serum pcdd/f concentrations over background concentrations from the general population's food consumption. third, a detailed geostatistical mapping of pcdd/f soil contamination was performed. stochastic simulations with an external drift and an anisotropic model of the variogram were generated to incorporate the effects of distance from emission source, topography, and main wind directions on the spatial distribution of pcdd/fs in topsoil. three main scenarios were assessed: i) direct ingestion of soil by children in playgrounds; ii) consumption of vegetables from private gardens by children and adults; and iii) consumption of food from livestock and poultry raised on contaminated soil. the worst exposure scenario involved the consumption of eggs from private hen houses, resulting in pcdd/f concentrations in serum an order of magnitude higher than might normally be expected. no relevant increases in serum concentrations were calculated for direct soil ingestion and vegetable consumption, except for cucurbitaceous vegetables. combining mapping and exposure scenario assessment resulted in targeted protective measures for land users, especially concerning food consumption. the results also raised concerns about the potential unsafe consumption of products derived from animals raised on land with pcdd/f concentrations only moderately over environmental background levels. © 2022 the authors"
